title,page_title,type_main,type_sub,faction,grade,grade_raw,grade_sort,inner_property,positive_effect_raw,negative_effect_raw,effect_summary_raw,effect_tags,effect_tags_fine,recommend_path_lv1,recommend_path_lv2,recommend_path_lv3,build_bucket_lv1,build_bucket_lv2,build_bucket_source,build_bucket_confidence,requirement_attr_raw,requirement_attainment_raw,performance_note_raw,sources,confidence,notes
沛然诀,功法/沛然诀,内功,,无门无派,9,下·九品,1,混元,"运用者受到的所有功法反噬伤害大幅降低
功法反噬造成的伤势程度减1(不包括突破)","运用者受到的所有功法反噬伤害大幅降低
功法反噬造成的伤势程度减1(不包括突破)",沛然诀于内力收发引化之法中另辟蹊径，纳气不吐反复调炼，所谓：“博观而约取，厚积而薄发”，功力愈用愈多，越是消耗，越显精强。,反噬|真气,通用|资源|伤势联动,,,,内功,通用类,inferred,medium,"定力：20
根骨：40
悟性：40",内功造诣：100,,功法/沛然诀,high,目录外功法
武当太和功,功法/武当太和功,内功,,武当派,9,下·九品,1,混元,"增加运用者的「武当派」功法的威力上限
威力上限增加30%[加值]","降低运用者的「武当派」功法的发挥需求
使用需求降低20%[加成]",武当太和功以意催气，静中有动，讲求神气合一，身心相融，行走坐卧之时，皆可修炼，故为武当弟子稳固根基的重要法门。,威力,通用,,,,内功,通用类,inferred,medium,"定力：35
根骨：65","内功造诣：100
道法造诣：100",,功法/武当太和功,high,目录外功法
养志法,功法/养志法,内功,,然山派,9,下·九品,1,紫霞,"增加运用者的「然山派」功法的威力上限
威力上限增加30%[加值]","降低运用者的「然山派」功法的发挥需求
使用需求降低20%[加成]",“有所欲，志存而思之。志者，欲之使也”。养志法乃是存志使欲，凝心固气，使人神志清明、思理通达的内家心法。,威力,通用,,,,内功,通用类,inferred,medium,"定力：25
悟性：75","内功造诣：100
术数造诣：80
杂学造诣：80",,功法/养志法,high,目录外功法
封口固气法,功法/封口固气法,内功,,狮相门,9,下·九品,1,混元,"增加运用者的「狮相门」功法的威力上限
威力上限增加30%[加值]","降低运用者的「狮相门」功法的发挥需求
使用需求降低20%[加成]",封口固气法乃是狮相门的独门气功，修习时需深吸一气，存于胸腹之间，而后运劲发力，破敌摧坚，虽可得一时之威，却不利内功修为。,威力,通用,,,,内功,通用类,inferred,medium,体质：130,内功造诣：100,,功法/封口固气法,high,目录外功法
璇女心诀,功法/璇女心诀,内功,,璇女派,9,下·九品,1,玄阴,"增加运用者的「璇女派」功法的威力上限
威力上限增加30%[加值]","降低运用者的「璇女派」功法的发挥需求
使用需求降低20%[加成]",璇女心诀乃是璇女派的入门心法，修习时需双目垂帘，虚以待物，使听止于耳，心止于符。,威力,通用,,,,内功,通用类,inferred,medium,"根骨：65
悟性：35","内功造诣：100
绘画造诣：80
道法造诣：80",,功法/璇女心诀,high,目录外功法
界青四象图,功法/界青四象图,内功,,界青门,9,下·九品,1,玄阴,"增加运用者的「界青门」功法的威力上限
威力上限增加30%[加值]","降低运用者的「界青门」功法的发挥需求
使用需求降低20%[加成]",四象者，天之分野，统御四方。界青四象图以星辰运转对应九州分布，修习者需步走三垣，脚转四象，直至穿风行云，虚实兼顾，方为大成。,威力,通用,,,,内功,通用类,inferred,medium,"灵敏：60
悟性：40","内功造诣：100
术数造诣：100",,功法/界青四象图,high,目录外功法
铜人腧穴图经,功法/铜人腧穴图经,内功,,百花谷,9,下·九品,1,玄阴,"增加运用者的「百花谷」功法的威力上限
威力上限增加30%[加值]","降低运用者的「百花谷」功法的发挥需求
使用需求降低20%[加成]",铜人腧穴图经将人体三百五十四个穴名按十二经脉的顺序依次排列，并附有图解、针炙铜人像，乃是习武者寻穴辨脉的重要依据。,威力,通用,,,,内功,通用类,inferred,medium,"定力：25
悟性：75","内功造诣：100
医术造诣：100",,功法/铜人腧穴图经,high,目录外功法
岐黄要略,功法/岐黄要略,内功,,空桑派,9,下·九品,1,混元,"增加运用者的「空桑派」功法的威力上限
威力上限增加30%[加值]","降低运用者的「空桑派」功法的发挥需求
使用需求降低20%[加成]",岐黄，即岐伯、黄帝，二人一问一答，乃成《黄帝内经》。岐黄要略摘引医术之要，可令修习者见微知著，事半功倍。,威力,通用,,,,内功,通用类,inferred,medium,"体质：25
根骨：25
悟性：50","内功造诣：100
医术造诣：80
毒术造诣：80",,功法/岐黄要略,high,目录外功法
犼母功,功法/犼母功,内功,,血犼教,9,下·九品,1,归元,"增加运用者的「血犼教」功法的威力上限
威力上限增加30%[加值]","降低运用者的「血犼教」功法的发挥需求
使用需求降低20%[加成]",血犼教以邪为道，以犼为尊，犼母功效仿神犼之姿，诡怪奇异，血犼教诸般心法皆发源于此。,威力,通用,,,,内功,通用类,inferred,medium,"膂力：60
灵敏：40","内功造诣：100
毒术造诣：80
杂学造诣：80",,功法/犼母功,high,目录外功法
燔石锤锻篇,功法/燔石锤锻篇,内功,,铸剑山庄,9,下·九品,1,混元,"增加运用者的「铸剑山庄」功法的威力上限
威力上限增加30%[加值]","降低运用者的「铸剑山庄」功法的发挥需求
使用需求降低20%[加成]",燔石锤锻篇述诸石之用，陈冶铸之理，既可格物致知，亦能强身锻体，乃是铸剑功法之根基所在。,威力,通用,,,,内功,通用类,inferred,medium,"体质：70
悟性：30","内功造诣：100
锻造造诣：60
制木造诣：60
织锦造诣：60
巧匠造诣：60",,功法/燔石锤锻篇,high,目录外功法
黄仙法,功法/黄仙法,内功,,五仙教,8,中·八品,2,紫霞,"大幅提高运用者在战斗「驱毒」的速度
战斗中，运用者的驱毒速度+50% [加成]","大幅降低敌人在战斗「驱毒」的速度
战斗中，敌人的驱毒速度-50% [加成]",黄仙功效仿金蛇，气通下元，出于两阴之交，止于三脉之会，能将毒质寄藏运转于肚腹之中，不使妄行。,威力|恢复,通用,,,,内功,通用类,inferred,medium,"灵敏：40
根骨：40
悟性：35","内功造诣：150
毒术造诣：150",,功法/黄仙法,high,目录外功法
罗汉功,功法/罗汉功,内功,,少林派,8,中·八品,2,金刚,"小幅增加运用者的「金刚」类功法的威力
威力增加10%[加值]","降低运用者的「金刚」类功法的提气、架势消耗
提气架势消耗减少10%[加成]",罗汉功发于巨骨，以正阳气，可以扫除寒邪；纳于头角，以开慧眼，可以夜间视物。是由外壮而铄内劲的法门。,威力,通用|增伤|资源|减耗,内功,通用类,,内功,通用类,recommendation_page,high,"定力：80
体质：35","内功造诣：150
佛学造诣：150",,功法/罗汉功|前期功法推荐,high,
祛善,功法/祛善,内功,,无门无派,8,中·八品,2,混元,敌人的各类战败标记越多，祛善的攻击距离就越远,敌人的各类战败标记越多，祛善的攻击距离就越远,憎良忌善，倒行逆施……,,通用|机动|距离控制,,,,内功,通用类,inferred,medium,,,,功法/祛善,high,目录外功法
抱元守一,功法/抱元守一,内功,,武当派,8,中·八品,2,纯阳,"小幅增加运用者的「纯阳」类功法的威力
威力增加10%[加值]","降低运用者的「纯阳」类功法的提气、架势消耗
提气架势消耗减少10%[加成]",所谓：“纯素之道，唯神是守，守而勿失，与神为一”。抱元守一之法能去除心中杂念，使修习者达到精神内守、真气和顺的境界。,威力|真气,通用|增伤|资源|减耗,内功,通用类,,内功,通用类,recommendation_page,high,"定力：45
根骨：70","内功造诣：150
道法造诣：150",,功法/抱元守一|前期功法推荐,high,
转圆法,功法/转圆法,内功,,然山派,8,中·八品,2,混元,"运用者的处世立场为中庸时，小幅增加运用者所有功法的威力；当运用者与敌人的处世立场相近时，小幅增加运用者所有功法的威力
运用者的处世立场为中庸时，运用者所有功法的威力+10%[加值]
当运用者与敌人的处世立场非对立非对立是指立场位于同侧，中庸无效时，运用者所有功法的威力+10%[加值]","运用者的处世立场为中庸时，小幅增加运用者所有功法的威力；当运用者与敌人的处世立场对立时，小幅增加运用者所有功法的威力
运用者的处世立场为中庸时，运用者所有功法的威力+10%[加值]
当运用者与敌人的处世立场为对立非对立是指立场位于异侧，中庸无效时，运用者所有功法的威力+10%[加值]","当运用者与敌人的处世立场{{tooltip|非对立|非对立是指立场位于同侧，中庸无效}}时，运用者所有功法的威力+10%[加值]|逆=**运用者的处世立场为中庸时，运用者所有功法的威力+10%[加值]
当运用者与敌人的处世立场为{{tooltip|对立|非对立是指立场位于异侧，中庸无效}}时，运用者所有功法的威力+10%[加值]}}",威力,通用,,,,内功,通用类,inferred,medium,"灵敏：25
悟性：90","内功造诣：150
术数造诣：120
杂学造诣：120",,功法/转圆法,high,目录外功法
十三太保横练功,功法/十三太保横练功,内功,,狮相门,8,中·八品,2,金刚,"运用者在本场战斗中受到敌人同一个功法的连续攻击时，每次均会累积降低运用者受到的伤害，最多累积3次
运用者受到直接伤害的伤害分数-0%[同源]减益；每当运用者连续受到敌人同一摧破功法的攻击时，此功法提供的[同源]减益-15%[加值]，最高叠加至-45%；该同源减益会在敌人使用与上一个功法不同的摧破功法时变为-0%。[加成]","运用者在本场战斗中以同一个功法连续攻击敌人时，每次均会累积提高运用者造成的伤害，最多累积3次
运用者造成直接伤害的伤害分数+0%[同源]增益；每当运用者连续使用同一摧破功法攻击敌人时，此功法提供的[同源]增益+15%[加值]，最高叠加至+45%；该[同源]增益会在运用者使用与上一个功法不同的摧破功法时变为+0% [加成]",十三太保横练功乃是外练皮肉，内修筋骨的应敌之法，修习者以木棍击打胸背、铁砂锻炼指掌，功成后身如铁石，有刀枪不入之势，但因速求成效，常需以伤药辅助。,威力,通用|增伤|命中触发|连击触发|连发,内功,通用类,,内功,通用类,recommendation_page,high,体质：145,内功造诣：150,,功法/十三太保横练功|前期功法推荐,high,
天园养气法,功法/天园养气法,内功,,界青门,8,中·八品,2,玄阴,"小幅增加运用者的「玄阴」类功法的威力
威力增加10%[加值]","降低运用者的「玄阴」类功法的提气、架势消耗
提气架势消耗减少10%[加成]",“苑南十三星曰天园，植果菜之所也”。天元养气法养元气于丹田，如植果蔬于玄苑，能使真气不断累积，枝繁叶茂。,威力|真气,通用|增伤|资源|减耗,内功,通用类,,内功,通用类,recommendation_page,high,"根骨：65
悟性：50","内功造诣：150
术数造诣：150",,功法/天园养气法|前期功法推荐,high,
九针十二原,功法/九针十二原,内功,,百花谷,8,中·八品,2,玄阴,"大幅提高运用者在战斗中「疗伤」的速度
运用者的疗伤速度+50%[加成]","大幅降低敌人在战斗中「疗伤」的速度
敌人的疗伤速度-50%[加成]",九针十二原专修用针顺逆之法、诊脉望气之术、清浊运行之道，讲究“虚则实之，满则泄之”，因记载了九种针具、十二原穴而得名。,威力|恢复,通用|生存|回复,,,,内功,通用类,inferred,medium,"定力：35
悟性：80","内功造诣：150
医术造诣：150",,功法/九针十二原,high,目录外功法
神农本草秘要,功法/神农本草秘要,内功,,空桑派,8,中·八品,2,归元,"提高运用者在战斗中「疗伤」与「驱毒」的速度；提高运用者在战斗中进行「疗伤」能够治愈的伤势标记数量与进行「驱毒」能够驱除的毒素数量
战斗中，运用者的疗伤速度+30%加成，疗伤时消除的伤势层数+30%加成；驱毒速度+30%加成，驱毒时驱除的毒素数量+30%加成","降低敌人在战斗中的「疗伤」与「驱毒」的速度；降低敌人在战斗中进行「疗伤」能够治愈的伤势标记数量与进行「驱毒」驱能够除的毒素数量
战斗中，敌人的疗伤速度-30%加成，疗伤时消除的伤势层数-30%加成；驱毒速度-30%加成，驱毒时驱除的毒素数量-30%加成",相传神农氏曾遍尝百草，以治民恙。神农本草秘要结合了《神农本草经》与空桑先祖的心得，详述草木平毒之性、佐使之用，故能养性命而治疾病。,威力|持续|恢复,通用|生存|伤势联动|回复,,,,内功,通用类,inferred,medium,"体质：30
根骨：30
悟性：55","内功造诣：150
医术造诣：120
毒术造诣：120",,功法/神农本草秘要,high,目录外功法
